secID,股票名称,题材,题材汇总,涨停原因,题材（G）,tradeDate
603887.XSHG,城地香江,股权转让,"股权转让,算力 人工智能 数据中心 算力租赁,算力,算力 人工智能 数据中心,算力 人工智能 数据中心 华为产业链,算力 数据中心 华为,数据中心 数字经济",股权转让 1、子公司香江科技主营ID更多...,算力租赁 腾讯概念 云计算 PPP概念 边缘计算 华为概念 阿里巴巴概念 数据中心 东数西算(算力),2024-11-08
600467.XSHG,好当家,大消费,"大消费,水产养殖 食品饮料 核污染受益",大消费 公司为海参养殖龙头，拥有国更多...,新零售 乡村振兴 预制菜 流感 白酒概念 海洋经济,2024-11-08
002077.XSHE,大港股份,国产芯片,"芯片 一季报增长 国企改革,芯片 Chiplet,国产芯片,半导体 芯片 Chiplet,芯片 半年报预增",国产芯片 公司旗下艾科半导体作为国内更多...,汽车芯片 存储芯片 集成电路概念 节能环保 锂电池概念 芯片概念 创投 固废处理 先进封装 国企改革 激光 地方国企改革 芯片封装测试,2024-11-08
601727.XSHG,上海电气,资产重组,"资产重组,公告",资产重组 公司拟30.82亿收购上海更多...,风电 债转股(AMC概念) 核电 高端装备 上海国企改革 一带一路 工业4.0 智能交通 独角兽概念 充电桩 机器人概念 燃料电池 分拆上市意愿 标普道琼斯A股 固废处理 航空发动机 大飞机 储能 氢能源 证金持股 工业母机 智能制造 超超临界发电 钒电池 国企改革 减速器 光伏概念 特高压 轨道交通 地方国企改革 人造太阳 海水淡化 太阳能 中巴经济走廊 融资租赁 海上风电 节能电机 参股新股,2024-11-08
000670.XSHE,盈方微,国产芯片,"芯片 AR&VR,芯片 存储芯片,芯片 半导体芯片,芯片,芯片 北斗导航,芯片 存储芯片 业绩预增,芯片 VR 卫星互联网,国产芯片,半导体,芯片 半导体芯片 公告 拟收购",国产芯片 1、公司为Fabless模更多...,芯片概念 存储芯片 集成电路概念 智能穿戴 虚拟现实 小米概念 人民币贬值受益 国产软件 台湾概念股 芯片设计,2024-11-08
002681.XSHE,奋达科技,智能手表,"智能手表,人工智能 智能音箱,其他",华为产业链 公司产品包括智能手环、智能更多...,虚拟现实 华为概念 小米概念 智能穿戴 智能音箱 消费电子概念 互联网医疗 标普道琼斯A股 无线耳机 传感器 无线充电 机器人概念 人民币贬值受益 储能 血氧仪 智能家居 家用电器 电子商务 阿里巴巴概念 智能制造 新零售 体育产业 汽车电子 中俄贸易概念 人形机器人 跨境电商 人工智能 VR设备 智能手表,2024-11-08
002222.XSHE,福晶科技,国产芯片,"光通信,芯片 光刻胶 光通信,国产芯片,芯片 光通信,芯片 无人驾驶 激光雷达,芯片 光刻机 光通信,芯片 光刻机(胶) 激光雷达",国产芯片 1、公司曾通过欧洲代理选A更多...,虚拟现实 华为概念 无人驾驶 国企改革 人民币贬值受益 福建自贸区 激光 激光器 中国科学院系 元器件,2024-11-08
002693.XSHE,双成药业,国产芯片,"医药 肝炎 阿尔兹海默病 CRO,半导体 资产重组,公告 半导体,CRO概念+多肽药+抗肿瘤+乙肝治疗,医药,资产重组,医药 合成生物 干细胞,医药医疗,资产重组 国产芯片,国产芯片,国产芯片 资产重组,医药 合成生物,更多...,医药 肝炎 阿尔兹海默病",国产芯片 公司拟收购奥拉股份，跨界转更多...,CRO概念 阿尔茨海默概念 辅助生殖 海南自贸区 肝炎概念 生物医药 抗肿瘤 仿制药 医保目录 抗癌 多肽药,2024-11-08
605298.XSHG,必得科技,其他,"轨道交通 高铁,轨道交通,高铁轨交,其他",其他 轨道交通车辆配套领域领先企更多...,高铁 高端装备 专精特新 轨道交通,2024-11-08
002199.XSHE,东晶电子,股权转让,"股权转让,被动元件,芯片光通信 人工智能,石英 算力,芯片 光通信 算力 人工智能,光通信 算力 人工智能 消费电子,光通信,振荡器元件,曾计划与英雄互娱重组（已终止）+石英晶体元器件+晶体振荡器,芯片 被动元件,游戏,石英 电子 算力,芯片 光通信 军工",股权转让 第一大股东协议转让股份，公更多...,智能制造 壳资源 元器件,2024-11-08
002981.XSHE,朝阳科技,手机产业链,"苹果产业链,消费电子 家电,VR&AR 苹果产业链,手机产业链,消费电子 虚拟现实 苹果产业链,消费电子 VR&AR,消费电子 无线耳机 业绩增长,消费电子 无线耳机 小米概念 业绩增长,消费电子 虚拟现实 业绩增长,消费电子",手机产业链 1、公司主营耳机和电声产品更多...,苹果概念 消费电子概念 无线耳机 小米概念 智能穿戴 虚拟现实 无人机 医疗器械概念 三星,2024-11-08
600279.XSHG,重庆港,国企改革,"西部大开发,国企改革",国企改革 重庆两江新区管委会旗下，公更多...,统一大市场 一带一路 国企改革 民爆概念 地方国企改革 航运港口 重庆自贸区 黄金水道 成渝特区 重庆国企改革,2024-11-08
002855.XSHE,捷荣技术,手机产业链,"苹果产业链,手机产业链,消费电子 无线耳机,华为产业链 VR&AR,华为产业链,消费电子 VR&AR,VR 华为产业链 消费电子,华为产业链 消费电子 VR,VRAR,华为产业链 消费电子 VR&AR,VR 华为产业链,华为产业链 手机产业链",手机产业链 公司专注于精密模具、精密结更多...,消费电子概念 无线耳机 智能穿戴 华为概念 虚拟现实 智能制造 智能家居 储能 风电 VR设备 三星,2024-11-08
600481.XSHG,双良节能,光伏,"其他,光伏",光伏 还原炉设备龙头；公司光伏新更多...,硅能源 光热发电 光伏概念 节能环保 高端装备 工业4.0 工业互联网 碳中和 氢能源 超超临界发电 专精特新 液冷服务器 多晶硅 碳化硅 余热发电 空气净化 美丽中国 能源互联网 绿色消费 地热能,2024-11-08
002816.XSHE,和科达,手机产业链,"ST股,手机产业链,ST摘帽,其他",手机产业链 国内清洗设备龙头，手机产业更多...,污水处理 ST板块 高压快充,2024-11-08
002456.XSHE,欧菲光,手机产业链,"苹果产业链,消费电子 3D感应 毫米波雷达 华为产业链,消费电子 柔性屏 华为产业链,无人驾驶 电子后视镜 汽车产业链,消费电子 毫米波雷达 华为产业链,手机产业链,消费电子 3D感应 华为产业链,华为产业链 消费电子,华为产业链,消费电子 虹膜识别 毫米波雷达 华为产业链",手机产业链 1、此前在Mate 60系更多...,消费电子概念 汽车电子 MR(混合现实) 小米概念 人脸识别 虚拟现实 OLED 智慧城市 车联网(车路协同) MSCI概念 华为概念 柔性屏(折叠屏) 标普道琼斯A股 传感器 无人驾驶 元宇宙 机器人概念 毫米波雷达 星闪概念 机器视觉 智能座舱 智能家居 2024中报预增 医疗器械概念 TOF镜头 增强现实 雷达 台湾概念股 屏下指纹技术 虹膜识别 智能汽车,2024-11-08
002849.XSHE,威星智能,东数西算/算力,"算力 物联网,算力 算力工程 物联网,算力,东数西算/算力,天然气 仪表仪器,AI机器人 人工智能",东数西算/算力 1、公司主营IC卡智能燃气更多...,华为概念 物联网 专精特新 天然气 动力电池回收 锂电池概念 新基建 物联网应用层 SAAS 智能表,2024-11-08
600966.XSHG,博汇纸业,其他,其他,其他 白卡纸龙头(选股宝)更多...,2024中报预增 以纸代塑概念 纸浆 人民币升值,2024-11-08
688172.XSHG,燕东微科,国产芯片,国产芯片,国产芯片 公司是一家集芯片设计、晶圆更多...,集成电路概念 芯片概念 国家大基金持股 国企改革 传感器 第三代半导体 地方国企改革 碳化硅 北京国企改革 参股新股,2024-11-08
603988.XSHG,中电电机,资产重组,"股权转让,风电 电力,其他,风电 电动机,资产重组,风电 电机 光伏 电力,风电,公告 业绩预增 电力",资产重组 1、实控人拟由宁波君拓变为更多...,,2024-11-08
002992.XSHE,宝明科技,锂电池,"PET铜箔 锂电池 新能源汽车 虚拟现实,锂电池,PET铜箔 锂电池,PET铜箔,PET铜箔 复合集体流 LED,PET铜箔 锂电池 新能源汽车,PET铜箔 锂电池 复合集流体,PET铜箔 虚拟现实 LED,PET铜箔 复合集体流,PET复合铜箔",锂电池 公司拥有PET复合铜箔产品更多...,PET铜箔 锂电池概念 无人机 消费电子概念 华为概念 MiniLED 小米概念 虚拟现实 比亚迪概念 新能源汽车 智能座舱 锂电原料,2024-11-08
002229.XSHE,鸿博股份,东数西算/算力,"其他,算力 人工智能 英伟达合作,算力 人工智能,算力 人工智能 英伟达概念,算力,算力 人工智能 数字经济 英伟达,算力 英伟达概念,算力 算力租赁 人工智能 数据中心,东数西算/算力,算力 人工智能 数据中心,算力 人工智能 ChatGPT,算力 算力租赁 人工智能,算力 人工智能 体育产业",东数西算/算力 全资子公司英博数科是北京·更多...,数字水印 互联网彩票 算力租赁 世界杯 区块链 体育产业 人工智能 数字经济 Web3.0 云计算 东数西算(算力) ChatGPT概念 AIGC概念 元宇宙 虚拟数字人 英伟达概念 数据中心 福建自贸区 数据要素 金融IC 人民币升值,2024-11-08
002134.XSHE,天津普林,其他,"PCB板,其他,军工 PCB 半年报预增,PCB+大飞机+柔性屏,PCB",其他 公司主要从事印制电路板的研更多...,PCB概念 柔性屏(折叠屏) 军工 大飞机 专精特新 天津自贸区,2024-11-08
688010.XSHG,福光股份科,光刻机（胶）,"华为产业链,光刻机（胶）,军工",光刻机（胶） 公司向华为公司供应光学镜头更多...,安防 华为概念 专精特新 军工 军民融合 区块链 超清视频 福建自贸区,2024-11-08
600769.XSHG,祥龙电业,资产重组,"其他,电力 水务 PPP,资产重组,电力 水务,电力改革 水务 环保 龙字辈,水利 基建 水务",资产重组 公司实控人武汉东湖新技术开更多...,国企改革 地方国企改革 湖北国企改革,2024-11-08
600834.XSHG,申通地铁,上海国企改革,上海国企改革,上海国企改革 上海申通地铁集团旗下；公司更多...,上海国企改革 光伏建筑一体化 国企改革 充电桩 无人驾驶 EDA设计软件 轨道交通 地方国企改革,2024-11-08
000793.XSHE,华闻集团,海南自由贸易港,"海南自由贸易港,海南,低价股+文旅+车联网+海南联瀚举牌,举牌 公告,传媒 游戏 海南,车联网,其他,举牌,低价股 车联网 传媒,低价股,举牌 公告 低价股,传媒 游戏,举牌 车联网,传媒 旅游酒店 车联网,传媒,更多...,国企改革",海南自由贸易港 1、公司主要从事传媒业务及更多...,信创 区块链 数字经济 文化传媒概念 参股券商 车联网(车路协同) 海南自贸区 创投 边缘计算 超清视频 标普道琼斯A股 网红经济 网络游戏 抖音概念 语音技术 网约车 债转股(AMC概念) 旅游概念 人工智能 农业种植 乡村振兴 举牌 TMT 海南旅游岛,2024-11-08
300380.XSHE,安硕信息,大金融,"大金融,金融科技 金融,国产软件 大金融",大金融 金融IT解决方案提供商，向更多...,信创 国产软件 鸿蒙概念 大数据 百度概念 华为概念 数据要素 数字经济 征信,2024-11-08
300762.XSHE,上海瀚讯,军工,军工,军工 1、军用宽带通信系统主要研更多...,商业航天 军工信息化 军民融合 军工 智慧城市 国产软件 芯片概念 无人机 5G 专精特新 中国科学院系,2024-11-08
000518.XSHE,四环生物,医药,"医药 医药生物,医药医疗,医药,医药 医药生物 肝炎,干细胞+生物医药+肝炎+园林绿化,生物制品 医药 基建,干细胞 合成生物 医药",医药 国内最早从事生物医药的公司更多...,肝炎概念 生物医药 医疗器械概念 新型城镇化 体外诊断 登革热 抗癌 医保目录 干细胞,2024-11-08
000415.XSHE,渤海租赁,大金融,"大金融,债转股 · AMC,金融 租赁",大金融 公司主营业务为租赁业，包括更多...,飞行汽车(eVTOL) 通用航空 低空经济 雄安新区 标普道琼斯A股 MSCI概念 集装箱 航空租赁 融资租赁 海航系,2024-11-08
600829.XSHG,人民同泰,医药商业,"医药 医药商业,医药商业",医药 黑龙江省内最大的医药商业公更多...,健康中国 民营医院 冷链物流 流感 医疗器械概念 黑龙江自贸区 振兴东北,2024-11-08
000839.XSHE,中信国安,国企改革,"ST摘帽 通信服务 人工智能,国企改革",国企改革 中国中信集团旗下，公司主要更多...,人工智能 创投 文化传媒概念 虚拟现实 国企改革 摘帽 中字头股票 2024中报预增 广播电视 富媒体 VR直播 参股新股,2024-11-08
002663.XSHE,普邦股份,房地产,"房地产,园林 新型城镇化,其他",房地产 地产园林龙头；公司主要为住更多...,PPP概念 新型城镇化 污水处理 互联网金融 区块链 文化传媒概念 横琴新区 网红经济 粤港澳大湾区 养老概念 2024中报预增 数字营销 园林开发 美丽中国,2024-11-08
